Gender;Married;Dependents;Self_Employed;ApplicantIncome;CoapplicantIncome;LoanAmount;Loan_Amount_Term;Credit_History;Property_Area;Loan_Status
Male;Yes;0;No;12;1;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;1;No;7;3;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;2;No;10;4;high;medium_long_term;1.0;Urban;Y
Male;Yes;2;No;5;6;medium_low;medium_long_term;Nil;Urban;Y
Male;No;0;No;7;1;medium_low;medium_long_term;1.0;Urban;Y
Male;Yes;0;Yes;5;7;medium_high;medium_long_term;1.0;Urban;Y
Female;No;1;No;5;1;medium_low;medium_long_term;1.0;Semiurban;Y
Male;Yes;2;No;8;1;medium_high;medium_long_term;0.0;Rural;N
Male;Yes;2;Nil;28;1;high;medium_long_term;1.0;Urban;Y
Male;No;0;No;5;5;medium_high;medium_long_term;1.0;Semiurban;Y
Male;No;0;No;7;1;medium_low;medium_long_term;1.0;Urban;Y
Male;Yes;1;Nil;5;4;medium_high;medium_long_term;1.0;Semiurban;Y
Male;No;3;No;9;1;low;medium_short_term;Nil;Urban;Y
Male;Yes;2;Nil;25;1;medium_high;medium_long_term;0.0;Semiurban;N
Female;No;0;No;10;1;medium_high;medium_long_term;1.0;Semiurban;Y
Male;No;1;No;12;1;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;2;No;10;6;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;3;No;8;1;medium_high;medium_long_term;1.0;Semiurban;Y
Male;Yes;0;No;19;16;high;medium_long_term;1.0;Urban;Y
Male;No;0;No;3;7;medium_low;medium_short_term;1.0;Semiurban;Y
Male;Yes;1;No;4;4;low;medium_long_term;1.0;Urban;Y
Female;No;3;No;5;1;low;medium_short_term;1.0;Urban;Y
Nil;No;0;No;8;1;medium_high;medium_long_term;1.0;Urban;Y
Female;No;0;No;8;1;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;0;No;11;9;high;medium_long_term;1.0;Urban;Y
Male;No;0;No;1;48;medium_high;medium_long_term;0.0;Rural;N
Male;Yes;2;No;9;3;medium_high;medium_long_term;Nil;Urban;Y
Male;Yes;0;No;15;8;high;medium_long_term;1.0;Urban;Y
Male;Yes;0;No;8;2;medium_low;medium_long_term;Nil;Semiurban;Y
Male;No;0;No;6;5;medium_high;medium_short_term;1.0;Urban;Y
Female;No;0;No;5;1;medium_low;medium_long_term;1.0;Semiurban;Y
Male;Yes;2;No;13;2;medium_high;medium_long_term;1.0;Urban;Y
Male;No;0;No;7;4;medium_high;medium_long_term;1.0;Semiurban;Y
Male;Yes;0;No;6;6;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;0;No;6;4;medium_high;medium_long_term;1.0;Urban;Y
Male;No;0;No;7;1;medium_high;medium_long_term;0.0;Semiurban;N
Male;Yes;2;Nil;15;9;medium_high;medium_short_term;1.0;Urban;Y
Male;Yes;0;Yes;5;6;medium_low;medium_long_term;1.0;Urban;Y
Male;No;0;Yes;12;1;medium_low;medium_long_term;1.0;Urban;Y
Male;No;0;No;8;4;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;0;No;12;2;medium_low;medium_long_term;1.0;Urban;Y
Female;No;0;No;8;1;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;0;No;4;5;medium_low;medium_long_term;1.0;Semiurban;Y
Male;No;0;No;13;6;medium_high;medium_long_term;1.0;Semiurban;N
Female;No;0;No;8;1;medium_low;medium_long_term;1.0;Urban;Y
Male;Yes;0;No;9;8;medium_high;Nil;Nil;Urban;Y
Male;Yes;Nil;No;9;3;medium_high;medium_long_term;1.0;Urban;Y
Male;No;0;No;5;4;medium_high;medium_long_term;1.0;Semiurban;Y
Male;No;0;No;14;7;medium_high;Nil;1.0;Urban;Y
Male;Yes;3;Yes;16;1;medium_high;medium_long_term;1.0;Semiurban;Y
Male;Yes;1;No;5;4;medium_high;medium_long_term;1.0;Urban;Y
Nil;Yes;3;No;7;2;medium_high;medium_long_term;1.0;Semiurban;Y
Male;Yes;1;No;7;7;medium_high;medium_long_term;1.0;Semiurban;Y
Male;Yes;2;No;9;2;low;medium_short_term;1.0;Urban;Y
Male;Yes;0;Yes;11;1;medium_low;medium_long_term;1.0;Urban;Y
Male;No;0;No;6;1;medium_high;medium_long_term;0.0;Urban;N
Female;No;0;No;9;1;medium_high;medium_long_term;1.0;Rural;Y
Male;Yes;2;No;8;8;medium_high;medium_short_term;1.0;Semiurban;Y
Female;Yes;2;No;6;8;medium_high;medium_long_term;0.0;Semiurban;N
Male;Yes;3;No;10;1;medium_low;medium_short_term;1.0;Semiurban;Y
Male;Yes;0;No;5;4;medium_high;medium_long_term;1.0;Semiurban;Y
Male;Yes;0;Yes;15;1;medium_high;medium_long_term;1.0;Urban;Y
Female;No;2;No;10;1;medium_high;medium_long_term;1.0;Semiurban;Y
Female;No;0;No;5;3;medium_high;medium_long_term;0.0;Rural;N
Male;Yes;3;No;9;1;medium_high;medium_long_term;1.0;Urban;Y
Male;Yes;0;No;6;8;medium_high;medium_long_term;1.0;Semiurban;Y
Male;Yes;0;No;10;1;medium_high;medium_long_term;0.0;Semiurban;N
