gender,married,dependents,self_employed,applicantincome,coapplicantincome,loanamount,loan_amount_term,credit_history,property_area,loan_status
male,yes,0,no,12,1,medium_high,medium_long_term,1.0,urban,y
male,yes,1,no,7,3,medium_high,medium_long_term,1.0,urban,y
male,yes,2,no,10,4,high,medium_long_term,1.0,urban,y
male,yes,2,no,5,6,medium_low,medium_long_term,nil,urban,y
male,no,0,no,7,1,medium_low,medium_long_term,1.0,urban,y
male,yes,0,yes,5,7,medium_high,medium_long_term,1.0,urban,y
female,no,1,no,5,1,medium_low,medium_long_term,1.0,semiurban,y
male,yes,2,no,8,1,medium_high,medium_long_term,0.0,rural,n
male,yes,2,nil,28,1,high,medium_long_term,1.0,urban,y
male,no,0,no,5,5,medium_high,medium_long_term,1.0,semiurban,y
male,no,0,no,7,1,medium_low,medium_long_term,1.0,urban,y
male,yes,1,nil,5,4,medium_high,medium_long_term,1.0,semiurban,y
male,no,3,no,9,1,low,medium_short_term,nil,urban,y
male,yes,2,nil,25,1,medium_high,medium_long_term,0.0,semiurban,n
female,no,0,no,10,1,medium_high,medium_long_term,1.0,semiurban,y
male,no,1,no,12,1,medium_high,medium_long_term,1.0,urban,y
male,yes,2,no,10,6,medium_high,medium_long_term,1.0,urban,y
male,yes,3,no,8,1,medium_high,medium_long_term,1.0,semiurban,y
male,yes,0,no,19,16,high,medium_long_term,1.0,urban,y
male,no,0,no,3,7,medium_low,medium_short_term,1.0,semiurban,y
male,yes,1,no,4,4,low,medium_long_term,1.0,urban,y
female,no,3,no,5,1,low,medium_short_term,1.0,urban,y
nil,no,0,no,8,1,medium_high,medium_long_term,1.0,urban,y
female,no,0,no,8,1,medium_high,medium_long_term,1.0,urban,y
male,yes,0,no,11,9,high,medium_long_term,1.0,urban,y
male,no,0,no,1,48,medium_high,medium_long_term,0.0,rural,n
male,yes,2,no,9,3,medium_high,medium_long_term,nil,urban,y
male,yes,0,no,15,8,high,medium_long_term,1.0,urban,y
male,yes,0,no,8,2,medium_low,medium_long_term,nil,semiurban,y
male,no,0,no,6,5,medium_high,medium_short_term,1.0,urban,y
female,no,0,no,5,1,medium_low,medium_long_term,1.0,semiurban,y
male,yes,2,no,13,2,medium_high,medium_long_term,1.0,urban,y
male,no,0,no,7,4,medium_high,medium_long_term,1.0,semiurban,y
male,yes,0,no,6,6,medium_high,medium_long_term,1.0,urban,y
male,yes,0,no,6,4,medium_high,medium_long_term,1.0,urban,y
male,no,0,no,7,1,medium_high,medium_long_term,0.0,semiurban,n
male,yes,2,nil,15,9,medium_high,medium_short_term,1.0,urban,y
male,yes,0,yes,5,6,medium_low,medium_long_term,1.0,urban,y
male,no,0,yes,12,1,medium_low,medium_long_term,1.0,urban,y
male,no,0,no,8,4,medium_high,medium_long_term,1.0,urban,y
male,yes,0,no,12,2,medium_low,medium_long_term,1.0,urban,y
female,no,0,no,8,1,medium_high,medium_long_term,1.0,urban,y
male,yes,0,no,4,5,medium_low,medium_long_term,1.0,semiurban,y
male,no,0,no,13,6,medium_high,medium_long_term,1.0,semiurban,n
female,no,0,no,8,1,medium_low,medium_long_term,1.0,urban,y
male,yes,0,no,9,8,medium_high,nil,nil,urban,y
male,yes,nil,no,9,3,medium_high,medium_long_term,1.0,urban,y
male,no,0,no,5,4,medium_high,medium_long_term,1.0,semiurban,y
male,no,0,no,14,7,medium_high,nil,1.0,urban,y
male,yes,3,yes,16,1,medium_high,medium_long_term,1.0,semiurban,y
male,yes,1,no,5,4,medium_high,medium_long_term,1.0,urban,y
nil,yes,3,no,7,2,medium_high,medium_long_term,1.0,semiurban,y
male,yes,1,no,7,7,medium_high,medium_long_term,1.0,semiurban,y
male,yes,2,no,9,2,low,medium_short_term,1.0,urban,y
male,yes,0,yes,11,1,medium_low,medium_long_term,1.0,urban,y
male,no,0,no,6,1,medium_high,medium_long_term,0.0,urban,n
female,no,0,no,9,1,medium_high,medium_long_term,1.0,rural,y
male,yes,2,no,8,8,medium_high,medium_short_term,1.0,semiurban,y
female,yes,2,no,6,8,medium_high,medium_long_term,0.0,semiurban,n
male,yes,3,no,10,1,medium_low,medium_short_term,1.0,semiurban,y
male,yes,0,no,5,4,medium_high,medium_long_term,1.0,semiurban,y
male,yes,0,yes,15,1,medium_high,medium_long_term,1.0,urban,y
female,no,2,no,10,1,medium_high,medium_long_term,1.0,semiurban,y
female,no,0,no,5,3,medium_high,medium_long_term,0.0,rural,n
male,yes,3,no,9,1,medium_high,medium_long_term,1.0,urban,y
male,yes,0,no,6,8,medium_high,medium_long_term,1.0,semiurban,y
male,yes,0,no,10,1,medium_high,medium_long_term,0.0,semiurban,n
male,yes,0,no,7,1,medium_high,medium_long_term,0.0,semiurban,n
male,yes,0,no,16,1,medium_high,medium_long_term,1.0,semiurban,y
male,yes,0,no,5,11,medium_high,medium_long_term,0.0,rural,n
female,no,nil,no,7,1,medium_low,medium_long_term,1.0,semiurban,y
male,no,0,no,9,1,medium_low,medium_long_term,1.0,semiurban,y
male,yes,1,nil,9,4,medium_high,short_term,1.0,urban,y
male,yes,0,yes,8,5,high,medium_long_term,1.0,rural,y
male,yes,0,no,10,8,medium_high,medium_long_term,1.0,semiurban,y
